#BLTrackFile VirtualDetector/Det4
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
#mm mm mm MeV/c MeV/c MeV/c ns - - - - -
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 96 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 97 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 98 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 99 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 100 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 101 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 102 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 103 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 104 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 105 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 106 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 107 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 108 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 109 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 110 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 111 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 112 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 113 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 114 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 115 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 116 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 117 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 118 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 119 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 120 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 121 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 122 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 123 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 124 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 125 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 126 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 127 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 128 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 129 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 130 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 131 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 132 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 133 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 134 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 135 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 136 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 137 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 138 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 139 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 140 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 141 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 142 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 143 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 144 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 145 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 146 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 147 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 148 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 149 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 150 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 151 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 152 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 153 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 154 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 155 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 156 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 157 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 158 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 159 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 160 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 161 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 162 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 163 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 164 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 165 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 166 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 167 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 168 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 169 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 170 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 171 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 172 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 173 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 174 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 175 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 176 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 177 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 178 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 179 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 180 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 181 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 182 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 183 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 184 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 185 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 186 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 187 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 188 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 189 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 190 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 191 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 192 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 193 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 194 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 195 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 196 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 197 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 198 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 199 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 200 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 201 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 202 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 203 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 204 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 205 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 206 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 207 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 208 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 209 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 210 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 211 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 212 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 213 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 214 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 215 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 216 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 217 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 218 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 219 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 220 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 221 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 222 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 223 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 224 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 225 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 226 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 227 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 228 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 229 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 230 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 231 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 232 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 233 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 234 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 235 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 236 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 237 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 238 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 239 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 240 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 241 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 242 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 243 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 244 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 245 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 246 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 247 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 248 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 249 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 250 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 251 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 252 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 253 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 254 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 255 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 256 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 257 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 258 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 259 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 260 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 261 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 262 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 263 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 264 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 265 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 266 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 267 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 268 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 269 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 270 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 271 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 272 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 273 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 274 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 275 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 276 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 277 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 278 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 279 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 280 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 281 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 282 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 283 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 284 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 285 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 286 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 287 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 288 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 289 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 290 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 291 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 292 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 293 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 294 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 295 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 296 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 297 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 298 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 299 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 300 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 301 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 302 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 303 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 304 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 305 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 306 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 307 1 0 1
-10.8159 12.0233 12600 0.71789 -1.5801 224.994 46.4704 -13 308 1 0 1
